employee_id,department,salary,new_hire,job_level
969,Engineering,111075.4236,Yes,Manager
970,Sales,82897.42082,Yes,Salaried
972,Engineering,87144.27163,No,Salaried
974,Sales,72326.31225,No,Hourly
975,Sales,46170.57689,No,Hourly
976,Engineering,92151.60019,No,Salaried
977,Engineering,63661.73531,Yes,Hourly
981,Sales,66020.8704,No,Hourly
982,Sales,56790.13819,Yes,Hourly
983,Sales,96126.14004,No,Salaried
984,Sales,103466.0394,Yes,Manager
985,Sales,104184.6817,No,Salaried
986,Sales,57040.87129,No,Hourly
987,Engineering,55151.39485,No,Hourly
990,Sales,62310.09344,No,Hourly
991,Engineering,85166.90162,Yes,Salaried
992,Sales,50902.50811,No,Hourly
994,Engineering,53060.90485,No,Hourly
995,Engineering,70334.00682,No,Hourly
996,Engineering,104743.0907,No,Salaried
997,Engineering,54591.46326,No,Hourly
998,Engineering,65424.70527,Yes,Hourly
999,Engineering,80346.17447,No,Hourly
1001,Engineering,82514.63648,No,Hourly
1002,Engineering,60255.92325,No,Hourly
1003,Sales,64740.73845,No,Hourly
1004,Engineering,89575.46779,No,Salaried
1005,Engineering,60581.59866,No,Hourly
1006,Engineering,58409.77722,No,Hourly
1007,Engineering,67189.75752,No,Hourly
1009,Engineering,59013.7393,Yes,Hourly
1010,Engineering,72208.82669,No,Hourly
1011,Engineering,53130.37218,No,Hourly
1012,Engineering,105492.7794,No,Manager
1013,Engineering,64953.78746,Yes,Hourly
1014,Engineering,58366.73878,No,Hourly
1015,Engineering,56206.71918,No,Hourly
1016,Engineering,53331.9732,No,Hourly
1017,Engineering,49985.07418,Yes,Hourly
1018,Engineering,64904.8381,No,Hourly
1019,Engineering,75944.09665,No,Hourly
1022,Engineering,78770.98291,Yes,Hourly
1024,Engineering,52877.27044,No,Hourly
1025,Engineering,85126.67581,Yes,Salaried
1026,Engineering,59656.83119,No,Hourly
1027,Engineering,58338.67009,No,Hourly
1028,Engineering,73966.35917,Yes,Hourly
1029,Sales,47018.69262,No,Hourly
1030,Engineering,106812.006,Yes,Salaried
1032,Engineering,52967.74477,Yes,Hourly
1033,Engineering,58018.52441,Yes,Hourly
1034,Engineering,70379.1436,No,Hourly
1035,Engineering,61563.21971,No,Hourly
1036,Sales,79220.73698,No,Hourly
1037,Sales,68038.28605,No,Hourly
1038,Sales,75401.36975,Yes,Hourly
1039,Sales,67484.09575,Yes,Hourly
1040,Sales,51161.87312,No,Hourly
1042,Engineering,85409.38994,Yes,Salaried
1043,Engineering,51462.27371,No,Hourly
1044,Sales,48855.74571,No,Hourly
1045,Sales,66291.07573,No,Hourly
1046,Engineering,75024.30639,No,Hourly
1047,Sales,51662.96485,No,Hourly
1048,Sales,60362.2498,No,Hourly
1049,Finance,54624.91244,No,Hourly
1050,Sales,53723.40421,No,Hourly
1052,Engineering,57769.6366,No,Hourly
1053,Engineering,102978.1771,No,Salaried
1055,Sales,90708.50842,Yes,Salaried
1056,Sales,103685.0643,No,Salaried
1060,Engineering,49976.04766,No,Hourly
1061,Engineering,70272.69418,Yes,Hourly
1062,Engineering,57300.35272,No,Hourly
1066,Sales,88592.97974,No,Salaried
1068,Engineering,63407.08084,No,Hourly
1069,Engineering,70418.51937,No,Hourly
1070,Sales,53206.34541,No,Hourly
1071,Engineering,97594.73724,No,Salaried
1073,Engineering,77247.78221,No,Hourly
1074,Engineering,65550.28365,No,Hourly
1076,Sales,96543.25113,Yes,Salaried
1077,Sales,65665.67701,No,Hourly
1079,Engineering,96800.56002,No,Salaried
1080,Engineering,67371.44292,No,Hourly
1081,Engineering,65482.57586,No,Hourly
1082,Engineering,64341.43385,No,Hourly
1083,Engineering,96999.50263,Yes,Salaried
1084,Engineering,100642.2721,No,Salaried
1085,Engineering,62260.23683,No,Hourly
1088,Engineering,64920.86294,No,Hourly
1092,Engineering,54382.78582,No,Hourly
1094,Engineering,52062.05153,No,Hourly
1096,Engineering,93240.03498,No,Salaried
1097,Engineering,52351.10489,No,Hourly
1098,Finance,92946.36845,Yes,Salaried
1099,Engineering,75244.68344,No,Hourly
1100,Sales,63126.02765,No,Hourly
1101,Engineering,79862.61494,Yes,Hourly
1102,Engineering,85296.55976,No,Salaried
1103,Engineering,70005.33353,No,Hourly
1105,Sales,58008.23194,No,Hourly
1106,Engineering,79715.85824,No,Hourly
1107,Engineering,52232.44502,No,Hourly
1108,Engineering,89720.30673,No,Salaried
1109,Engineering,71888.55861,No,Hourly
1111,Engineering,83516.4143,No,Salaried
1113,Sales,53119.98894,Yes,Hourly
1114,Sales,60234.14571,No,Hourly
1115,Engineering,65755.1017,Yes,Hourly
1116,Engineering,87910.8155,No,Salaried
1117,Sales,91390.57509,No,Salaried
1118,Engineering,74442.29281,No,Hourly
1119,Sales,131079.9224,Yes,Manager
1120,Engineering,53551.28728,No,Hourly
1121,Engineering,74249.50192,Yes,Hourly
1124,Sales,76082.5477,Yes,Hourly
1125,Sales,91828.46298,No,Salaried
1126,Engineering,55179.8829,No,Hourly
1127,Engineering,93486.43314,No,Salaried
1128,Engineering,69010.14977,No,Hourly
1131,Engineering,93266.42141,No,Salaried
1132,Engineering,52315.74753,No,Hourly
1133,Engineering,82788.50751,No,Salaried
1135,Sales,62441.75463,Yes,Hourly
1136,Engineering,76677.67597,Yes,Hourly
1137,Sales,58515.65587,Yes,Hourly
1138,Sales,59870.68297,No,Hourly
1140,Engineering,74468.2009,Yes,Hourly
1143,Engineering,68864.25994,No,Hourly
1148,Engineering,60637.60204,Yes,Hourly
1150,Engineering,70240.7168,No,Hourly
1152,Finance,62299.68932,Yes,Hourly
1154,Engineering,66307.83778,Yes,Hourly
1156,Engineering,104673.7276,Yes,Manager
1157,Sales,55007.51023,No,Hourly
1158,Engineering,55056.53105,Yes,Hourly
1160,Engineering,75084.73513,No,Hourly
1161,Engineering,51910.88352,No,Hourly
1162,Engineering,59017.89943,Yes,Hourly
1163,Sales,69301.09513,No,Hourly
1164,Finance,55945.5052,No,Hourly
1165,Sales,91296.58941,Yes,Salaried
1166,Engineering,120253.7188,No,Manager
1167,Sales,143105.4738,No,Manager
1171,Sales,65289.53624,No,Hourly
1172,Engineering,74758.96269,No,Hourly
1173,Engineering,66159.2453,Yes,Hourly
1175,Engineering,70507.70139,No,Hourly
1177,Engineering,88375.05643,Yes,Salaried
1179,Sales,90146.47,No,Salaried
1180,Engineering,108906.3455,No,Manager
1182,Engineering,55865.18196,No,Hourly
1184,Engineering,102138.8806,No,Salaried
1185,Engineering,105455.8701,No,Salaried
1188,Sales,123285.2997,No,Manager
1190,Sales,68252.49815,No,Hourly
1191,Engineering,84941.73202,No,Salaried
1192,Engineering,69486.90698,Yes,Hourly
1193,Engineering,59328.71462,No,Hourly
1195,Engineering,80008.31571,No,Hourly
1196,Engineering,58410.59667,No,Hourly
1198,Engineering,79101.92392,No,Hourly
1200,Engineering,51490.49593,Yes,Hourly
1201,Engineering,108925.0633,Yes,Manager
1202,Engineering,58410.25132,Yes,Hourly
1203,Engineering,111974.1989,Yes,Manager
1204,Sales,84653.49106,No,Salaried
1206,Engineering,92550.54236,No,Salaried
1207,Finance,66964.73825,No,Hourly
1210,Engineering,64212.27237,No,Hourly
1211,Sales,65077.43415,No,Hourly
1212,Sales,91436.72988,No,Salaried
1215,Engineering,96909.8468,No,Salaried
1216,Engineering,69751.07223,No,Hourly
1217,Engineering,56468.94373,No,Hourly
1218,Sales,76199.44366,No,Hourly
1219,Engineering,58451.3796,No,Hourly
1220,Sales,82922.22373,No,Salaried
1221,Engineering,53238.98242,Yes,Hourly
1224,Engineering,78799.56176,No,Hourly
1225,Engineering,118726.5521,Yes,Manager
1226,Sales,105481.3425,Yes,Salaried
1228,Engineering,68517.43915,No,Hourly
1231,Finance,61975.49203,No,Hourly
1233,Sales,69424.6159,No,Hourly
1234,Engineering,66729.17138,No,Hourly
1235,Engineering,118717.1397,No,Manager
1237,Engineering,68707.72249,No,Hourly
1238,Engineering,66117.84606,No,Hourly
1239,Sales,59617.69495,Yes,Hourly
1240,Sales,76629.99939,Yes,Hourly
1241,Engineering,81493.60443,No,Hourly
1242,Engineering,100867.8459,Yes,Salaried
1243,Sales,129689.3796,Yes,Manager
1244,Engineering,86712.06839,No,Salaried
1245,Engineering,84115.12004,No,Salaried
1246,Engineering,94986.10783,No,Salaried
1248,Engineering,84942.59721,No,Salaried
1249,Engineering,60608.86063,No,Hourly
1250,Engineering,60188.71604,Yes,Hourly
1251,Engineering,52837.04367,No,Hourly
1252,Engineering,63588.18251,No,Hourly
1254,Sales,77008.0234,No,Hourly
1255,Engineering,56351.0696,No,Hourly
1256,Engineering,113942.6189,No,Manager
1257,Engineering,70160.65079,No,Hourly
1258,Engineering,56217.38941,No,Hourly
1259,Engineering,74859.54158,No,Hourly
1260,Engineering,54904.26784,Yes,Hourly
1263,Engineering,78355.87952,No,Hourly
1264,Engineering,59014.62603,No,Hourly
1265,Engineering,52020.03773,No,Hourly
1267,Sales,86131.06691,No,Salaried
1268,Sales,62114.93562,No,Hourly
1269,Engineering,67824.61171,No,Hourly
1270,Engineering,85384.25577,No,Salaried
1273,Sales,84950.61991,No,Salaried
1275,Engineering,86821.75668,Yes,Salaried
1277,Sales,78166.93931,No,Hourly
1278,Engineering,71512.92557,No,Hourly
1279,Engineering,81462.73269,No,Salaried
1280,Sales,58508.87019,No,Hourly
1281,Sales,77178.53702,Yes,Hourly
1282,Sales,67369.81203,No,Hourly
1283,Engineering,69612.79786,No,Hourly
1285,Engineering,77225.07803,Yes,Hourly
1286,Engineering,56693.90224,No,Hourly
1288,Engineering,49990.32763,No,Hourly
1289,Finance,106115.0753,No,Manager
1291,Engineering,75918.01783,No,Hourly
1292,Engineering,69581.0241,Yes,Hourly
1293,Sales,85103.21911,No,Salaried
1294,Engineering,51348.30634,No,Hourly
1295,Engineering,59113.55011,No,Hourly
1296,Engineering,115180.8453,Yes,Manager
1297,Engineering,81023.0273,No,Hourly
1298,Engineering,83381.78511,No,Salaried
1299,Engineering,77281.77528,No,Hourly
1301,Engineering,54359.45343,No,Hourly
1303,Engineering,49835.09803,No,Hourly
1304,Sales,58442.99328,No,Hourly
1306,Engineering,98947.501,Yes,Salaried
1307,Engineering,73364.80116,Yes,Hourly
1308,Engineering,73148.4215,No,Hourly
1309,Engineering,106967.7015,No,Manager
1310,Engineering,121457.2481,No,Manager
1311,Engineering,52994.10556,No,Hourly
1312,Engineering,88594.24906,Yes,Salaried
1314,Finance,77637.82316,Yes,Hourly
1315,Engineering,107175.9072,Yes,Manager
1317,Engineering,98176.47672,No,Salaried
1318,Sales,56320.59553,Yes,Hourly
1319,Sales,51153.98014,No,Hourly
1321,Engineering,87318.03239,No,Salaried
1322,Engineering,65568.4919,Yes,Hourly
1324,Sales,55379.39464,No,Hourly
1329,Sales,120143.223,No,Manager
1331,Sales,52075.15291,No,Hourly
1333,Engineering,88876.69631,Yes,Salaried
1334,Engineering,80132.49856,No,Salaried
1336,Engineering,49171.02075,No,Hourly
1338,Finance,84960.31038,Yes,Salaried
1340,Engineering,75236.70456,No,Hourly
1344,Engineering,89947.24626,No,Salaried
1346,Engineering,67736.29483,Yes,Hourly
1349,Sales,76714.8171,No,Hourly
1350,Engineering,83349.1664,No,Hourly
1352,Finance,70929.34977,No,Hourly
1355,Sales,85720.64062,No,Salaried
1356,Sales,74810.02841,No,Hourly
1358,Engineering,52704.27952,No,Hourly
1360,Engineering,63938.58912,No,Hourly
1361,Engineering,69358.85247,Yes,Hourly
1362,Sales,68143.16415,Yes,Hourly
1363,Engineering,54115.406,No,Hourly
1364,Sales,47056.81189,No,Hourly
1367,Engineering,120644.8422,Yes,Manager
1368,Engineering,70589.45548,Yes,Hourly
1369,Engineering,54754.86478,No,Hourly
1371,Sales,92592.52108,Yes,Salaried
1372,Sales,49535.11805,Yes,Hourly
1373,Engineering,56486.62571,No,Hourly
1374,Engineering,70229.68981,Yes,Hourly
1375,Engineering,83632.1436,Yes,Salaried
1377,Engineering,53885.93756,No,Hourly
1379,Sales,48588.70421,No,Hourly
1380,Sales,75699.90933,No,Hourly
1382,Engineering,67744.05583,No,Hourly
1383,Engineering,75985.61238,Yes,Hourly
1387,Sales,121942.7141,No,Manager
1389,Engineering,67059.90576,No,Hourly
1390,Sales,66723.00886,No,Hourly
1391,Sales,88406.65268,No,Salaried
1392,Engineering,78790.40747,No,Hourly
1394,Engineering,89539.88283,No,Salaried
1395,Sales,58235.48353,No,Hourly
1396,Sales,94464.11983,No,Salaried
1397,Engineering,86160.69156,Yes,Salaried
1399,Sales,69682.94725,Yes,Hourly
1401,Engineering,58751.42966,No,Hourly
1402,Engineering,61714.3495,No,Hourly
1403,Sales,74301.0463,No,Hourly
1405,Engineering,66455.30778,Yes,Hourly
1407,Engineering,53103.00862,Yes,Hourly
1408,Finance,66802.11806,Yes,Hourly
1409,Engineering,70588.01425,No,Hourly
1411,Engineering,54687.14791,Yes,Hourly
1412,Engineering,62071.88095,Yes,Hourly
1415,Engineering,78898.19401,No,Hourly
1417,Engineering,68163.18754,No,Hourly
1419,Finance,76275.47153,Yes,Hourly
1420,Engineering,70103.71047,Yes,Hourly
1421,Engineering,92612.1658,No,Salaried
1422,Engineering,68336.99467,No,Hourly
1423,Engineering,78119.09437,No,Hourly
1424,Engineering,61855.58567,No,Hourly
1425,Sales,77026.53227,No,Hourly
1427,Sales,90047.97349,Yes,Salaried
1428,Sales,75209.55397,No,Hourly
1430,Engineering,63023.95616,No,Hourly
1431,Engineering,54050.08928,No,Hourly
1433,Engineering,94601.17273,Yes,Salaried
1434,Engineering,92046.70575,No,Salaried
1435,Engineering,61970.22599,No,Hourly
1436,Sales,97930.86122,Yes,Salaried
1438,Engineering,57865.87404,Yes,Hourly
1439,Sales,59462.01756,Yes,Hourly
1440,Engineering,72965.64882,No,Hourly
1441,Engineering,63907.53941,Yes,Hourly
1443,Engineering,60698.16571,No,Hourly
1445,Sales,83860.64531,No,Salaried
1446,Sales,62318.45518,No,Hourly
1447,Engineering,84144.44295,No,Salaried
1448,Engineering,105443.7078,Yes,Manager
1449,Engineering,57615.41862,Yes,Hourly
1453,Sales,81174.23165,No,Hourly
1457,Sales,65943.91896,Yes,Hourly
1458,Engineering,58176.55789,No,Hourly
1459,Engineering,78660.07792,No,Hourly
1460,Engineering,56181.22337,Yes,Hourly
1461,Finance,56406.21781,No,Hourly
1464,Engineering,55641.43555,No,Hourly
1465,Engineering,70263.15255,Yes,Hourly
1466,Sales,63313.45386,No,Hourly
1467,Finance,79069.05378,No,Hourly
1468,Engineering,85980.91754,No,Salaried
1469,Sales,65497.79812,No,Hourly
1471,Engineering,59179.50778,No,Hourly
1472,Engineering,85020.76339,No,Salaried
1473,Engineering,62405.67954,No,Hourly
1474,Engineering,135949.0046,No,Manager
1475,Engineering,91270.56976,No,Salaried
1477,Sales,57269.16873,Yes,Hourly
1478,Sales,67305.84044,Yes,Hourly
1479,Sales,55036.37263,No,Hourly
1480,Engineering,72865.45777,No,Hourly
1481,Sales,78460.69736,Yes,Hourly
1482,Engineering,47631.09532,Yes,Hourly
1483,Engineering,57908.40729,No,Hourly
1484,Engineering,68914.84266,No,Hourly
1485,Engineering,83232.61589,Yes,Salaried
1486,Sales,67145.82809,Yes,Hourly
1487,Sales,102414.7395,Yes,Salaried
1489,Sales,81688.73386,Yes,Hourly
1492,Sales,80318.36934,No,Hourly
1494,Engineering,57815.21858,No,Hourly
1495,Sales,73881.41053,No,Hourly
1496,Engineering,53885.03443,No,Hourly
1497,Sales,95474.69555,No,Salaried
1499,Finance,84456.57488,No,Salaried
1501,Engineering,72895.96284,No,Hourly
1502,Engineering,92044.69416,Yes,Salaried
1503,Sales,53475.74951,No,Hourly
1504,Engineering,76767.80041,No,Hourly
1506,Engineering,139875.4848,No,Manager
1507,Sales,63125.45012,No,Hourly
1509,Engineering,55595.49039,Yes,Hourly
1513,Engineering,78682.14813,Yes,Hourly
1514,Engineering,104287.6227,No,Salaried
1515,Engineering,66230.12287,No,Hourly
1516,Engineering,55369.76771,Yes,Hourly
1520,Engineering,130849.3926,Yes,Manager
1522,Engineering,67056.80634,No,Hourly
1523,Engineering,63198.97345,No,Hourly
1525,Engineering,71574.21554,No,Hourly
1527,Sales,95194.91244,Yes,Salaried
1529,Engineering,98441.94363,Yes,Salaried
1533,Engineering,87326.18097,No,Salaried
1534,Engineering,124401.6089,No,Manager
1535,Sales,70453.99611,No,Hourly
1537,Engineering,77864.19004,No,Hourly
1539,Engineering,94094.91225,Yes,Salaried
1541,Sales,69600.46033,No,Hourly
1542,Engineering,74136.29036,No,Hourly
1543,Engineering,85420.5332,No,Salaried
1544,Engineering,97422.93756,Yes,Salaried
1545,Engineering,61832.28974,No,Hourly
1546,Engineering,66977.05155,No,Hourly
1547,Engineering,64052.79994,No,Hourly
1548,Sales,71793.75373,No,Hourly
1549,Engineering,100281.0775,No,Salaried
1550,Finance,69182.22832,No,Hourly
1551,Engineering,62241.20903,Yes,Hourly
1552,Engineering,68231.22145,No,Hourly
1553,Engineering,50796.45288,No,Hourly
1554,Sales,97423.02138,No,Salaried
1555,Engineering,53741.65951,No,Hourly
1556,Sales,72073.14522,No,Hourly
1557,Sales,63953.6083,No,Hourly
1558,Engineering,58197.22949,No,Hourly
1560,Sales,111443.294,No,Manager
1562,Sales,77192.02207,No,Hourly
1563,Finance,89592.7029,Yes,Salaried
1564,Engineering,122396.5435,No,Manager
1568,Sales,70873.16739,Yes,Hourly
1569,Engineering,125539.782,Yes,Manager
1572,Engineering,113349.6632,Yes,Manager
1573,Engineering,63614.66875,No,Hourly
1574,Engineering,69245.39475,No,Hourly
1576,Engineering,96856.69476,No,Salaried
1577,Engineering,70806.52432,Yes,Hourly
1578,Sales,92778.23729,No,Salaried
1580,Engineering,69157.79713,No,Hourly
1581,Engineering,95978.77437,No,Salaried
1582,Sales,80835.59352,Yes,Salaried
1583,Sales,76488.15042,No,Hourly
1585,Sales,61162.19252,No,Hourly
1586,Engineering,62939.32647,No,Hourly
1587,Engineering,91614.97938,No,Salaried
1588,Sales,96982.19964,No,Salaried
1590,Engineering,51388.85974,No,Hourly
1591,Sales,55258.1497,Yes,Hourly
1592,Engineering,90796.74819,No,Salaried
1594,Engineering,57741.33658,No,Hourly
1595,Engineering,60803.96927,No,Hourly
1596,Engineering,97253.38348,No,Salaried
1597,Engineering,74041.8726,Yes,Hourly
1598,Sales,83302.16657,No,Salaried
1599,Engineering,76296.49921,No,Hourly
1601,Engineering,74772.30621,No,Hourly
1602,Sales,58720.32742,No,Hourly
1604,Engineering,101272.7952,No,Salaried
1605,Engineering,62810.87081,Yes,Hourly
1606,Engineering,84745.26042,No,Salaried
1607,Engineering,64701.16663,No,Hourly
1608,Engineering,61533.9776,Yes,Hourly
1609,Engineering,88533.95847,No,Salaried
1611,Engineering,49220.48213,Yes,Hourly
1612,Sales,51463.21536,No,Hourly
1613,Sales,139030.9629,No,Manager
1614,Engineering,59370.90601,No,Hourly
1615,Engineering,65896.02964,No,Hourly
1617,Engineering,53496.01274,Yes,Hourly
1618,Engineering,72863.81419,Yes,Hourly
1619,Engineering,71779.68132,No,Hourly
1621,Engineering,52691.98159,Yes,Hourly
1622,Engineering,66662.61228,Yes,Hourly
1623,Engineering,90218.81142,No,Salaried
1624,Sales,54252.70638,No,Hourly
1625,Finance,68545.6172,No,Hourly
1627,Engineering,85075.65447,No,Salaried
1628,Engineering,89818.268,No,Salaried
1630,Engineering,76507.80654,Yes,Hourly
1631,Engineering,103019.3858,No,Salaried
1633,Engineering,78609.63232,No,Hourly
1635,Engineering,66386.6925,No,Hourly
1638,Engineering,74640.12891,No,Hourly
1639,Sales,64491.73701,No,Hourly
1640,Engineering,74267.58321,Yes,Hourly
1641,Engineering,79088.32767,Yes,Hourly
1642,Finance,50935.10563,No,Hourly
1644,Engineering,70790.97578,No,Hourly
1645,Sales,82772.57104,No,Hourly
1646,Engineering,76935.98909,No,Hourly
1647,Engineering,69764.62628,Yes,Hourly
1648,Engineering,65093.34034,No,Hourly
1649,Engineering,59915.83627,Yes,Hourly
1650,Sales,70991.26186,No,Hourly
1651,Engineering,77898.3298,No,Hourly
1653,Engineering,67677.81043,No,Hourly
1654,Engineering,52429.26422,No,Hourly
1655,Engineering,70962.33231,No,Hourly
1656,Engineering,111887.6875,No,Manager
1657,Sales,62189.6051,No,Hourly
1658,Engineering,59891.1838,Yes,Hourly
1659,Engineering,93661.24601,No,Salaried
1661,Engineering,85929.455,Yes,Salaried
1662,Engineering,77031.18712,No,Hourly
1664,Engineering,82608.0522,No,Salaried
1665,Engineering,63449.71325,Yes,Hourly
1666,Engineering,60931.99923,No,Hourly
1667,Sales,79035.75994,No,Hourly
1668,Engineering,78464.25928,No,Hourly
1669,Sales,73907.08629,No,Hourly
1670,Sales,62571.21326,No,Hourly
1671,Engineering,53113.5348,No,Hourly
1673,Sales,56177.12541,Yes,Hourly
1674,Engineering,74980.74178,Yes,Hourly
1675,Engineering,59577.63667,No,Hourly
1676,Sales,81009.39746,Yes,Hourly
1677,Engineering,53964.0617,No,Hourly
1678,Sales,74098.96324,No,Hourly
1680,Sales,77011.93657,No,Hourly
1681,Sales,74548.18679,Yes,Hourly
1682,Engineering,80928.85762,No,Hourly
1683,Finance,67389.03611,Yes,Hourly
1684,Engineering,66896.82718,No,Hourly
1687,Engineering,66976.80553,No,Hourly
1689,Engineering,70143.35921,No,Hourly
1691,Sales,99825.411,No,Salaried
1692,Engineering,94514.3463,No,Salaried
1693,Engineering,63222.32485,No,Hourly
1694,Engineering,48411.02504,No,Hourly
1696,Engineering,75123.33587,Yes,Hourly
1697,Engineering,64194.7882,No,Hourly
1698,Engineering,84685.3705,No,Salaried
1700,Sales,66642.0199,No,Hourly
1701,Engineering,57248.77443,No,Hourly
1702,Sales,70432.04944,Yes,Hourly
1703,Engineering,46112.04272,No,Hourly
1704,Engineering,48786.8723,No,Hourly
1706,Sales,49491.14774,No,Hourly
1707,Engineering,63165.5944,No,Hourly
1708,Sales,73796.57863,No,Hourly
1709,Engineering,67242.0346,No,Hourly
1710,Sales,71661.62412,Yes,Hourly
1712,Engineering,90141.60568,No,Salaried
1714,Finance,73556.72878,Yes,Hourly
1716,Sales,51308.26551,No,Hourly
1718,Engineering,64793.55675,Yes,Hourly
1719,Engineering,45529.69024,Yes,Hourly
1720,Engineering,77170.32321,No,Hourly
1721,Engineering,50399.96797,No,Hourly
1722,Finance,115939.3637,No,Manager
1724,Engineering,72223.8366,No,Hourly
1725,Engineering,86458.76993,No,Salaried
1727,Engineering,83296.13712,No,Salaried
1728,Engineering,64093.12495,Yes,Hourly
1729,Engineering,61970.40351,No,Hourly
1731,Sales,77706.67274,Yes,Hourly
1732,Sales,109086.951,Yes,Manager
1733,Sales,64473.21904,No,Hourly
1734,Sales,71025.87842,No,Hourly
1735,Engineering,72287.2014,Yes,Hourly
1736,Engineering,77100.40033,No,Hourly
1737,Engineering,61411.01196,No,Hourly
1739,Sales,72219.40644,No,Hourly
1740,Sales,80232.00534,Yes,Salaried
1744,Finance,99445.68871,Yes,Salaried
1745,Engineering,48344.15108,No,Hourly
1746,Finance,59235.68874,Yes,Hourly
1747,Finance,75669.84489,Yes,Hourly
1749,Sales,109083.5149,No,Manager
1751,Engineering,71800.16098,No,Hourly
1752,Sales,71771.0491,No,Hourly
1753,Engineering,77526.10384,No,Hourly
1754,Sales,87448.1141,Yes,Salaried
1755,Engineering,53370.71302,No,Hourly
1756,Sales,60127.54867,No,Hourly
1757,Sales,61226.95679,No,Hourly
1758,Sales,95877.42606,Yes,Salaried
1760,Engineering,82661.93767,No,Salaried
1761,Sales,76206.88837,No,Hourly
1762,Engineering,123207.0666,Yes,Manager
1763,Engineering,63548.29196,No,Hourly
1764,Engineering,79075.48915,No,Hourly
1766,Engineering,46654.93108,No,Hourly
1767,Engineering,97929.78139,No,Salaried
1768,Engineering,84822.29074,Yes,Salaried
1770,Engineering,55237.08678,No,Hourly
1771,Engineering,69223.21117,Yes,Hourly
1772,Engineering,72612.99731,Yes,Hourly
1774,Sales,77913.99994,Yes,Hourly
1775,Engineering,56485.32646,No,Hourly
1778,Finance,81801.41266,No,Hourly
1779,Sales,71035.1472,No,Hourly
1780,Sales,81424.87677,No,Hourly
1782,Engineering,52525.57509,No,Hourly
1783,Engineering,66888.48649,Yes,Hourly
1784,Sales,61794.91534,No,Hourly
1786,Engineering,85210.40704,No,Salaried
1787,Sales,58317.0537,Yes,Hourly
1789,Engineering,72097.76572,Yes,Hourly
1790,Engineering,69130.95989,No,Hourly
1792,Engineering,56511.27457,Yes,Hourly
1794,Finance,64062.7919,No,Hourly
1797,Sales,108525.0464,No,Manager
1798,Engineering,72918.88604,No,Hourly
1799,Engineering,62038.05133,No,Hourly
1800,Engineering,75414.58243,No,Hourly
1801,Sales,80692.04109,No,Hourly
1802,Engineering,55197.74007,No,Hourly
1803,Engineering,84089.3726,Yes,Salaried
1804,Engineering,67221.66172,No,Hourly
1805,Finance,84263.82011,No,Salaried
1807,Engineering,90117.22882,No,Salaried
1809,Engineering,95751.1752,No,Salaried
1812,Sales,108131.1387,No,Manager
1813,Engineering,61769.32652,No,Hourly
1814,Engineering,67373.71038,No,Hourly
1815,Sales,69812.4214,No,Hourly
1816,Engineering,69480.34587,No,Hourly
1818,Finance,50185.9529,No,Hourly
1821,Engineering,56134.47161,No,Hourly
1822,Engineering,48411.75414,Yes,Hourly
1823,Sales,99031.7991,No,Salaried
1824,Sales,72909.59232,No,Hourly
1826,Engineering,62524.8583,No,Hourly
1827,Engineering,76323.70087,No,Hourly
1829,Engineering,75454.83962,No,Hourly
1830,Engineering,52099.91134,Yes,Hourly
1833,Sales,52482.3294,No,Hourly
1834,Engineering,87913.48799,No,Salaried
1835,Sales,104734.8345,No,Salaried
1836,Sales,60052.95806,No,Hourly
1837,Engineering,55965.5907,Yes,Hourly
1839,Engineering,109190.8153,No,Manager
1842,Finance,56769.58962,No,Hourly
1844,Finance,103809.8899,No,Salaried
1845,Sales,102866.71,Yes,Salaried
1847,Engineering,58922.35558,Yes,Hourly
1849,Sales,124461.4846,No,Manager
1850,Engineering,88884.49843,No,Salaried
1852,Engineering,74023.47922,No,Hourly
1853,Sales,52711.15066,Yes,Hourly
1854,Engineering,58855.32805,Yes,Hourly
1856,Engineering,64108.90741,Yes,Hourly
1857,Engineering,84164.74107,No,Salaried
1858,Finance,61833.69926,No,Hourly
1859,Engineering,63945.36812,Yes,Hourly
1860,Engineering,56567.60258,No,Hourly
1862,Sales,67558.90718,No,Hourly
1863,Sales,59751.90579,Yes,Hourly
1864,Sales,88578.15204,No,Salaried
1865,Finance,111836.7644,No,Manager
1866,Engineering,117719.5328,Yes,Manager
1867,Engineering,71148.56431,No,Hourly
1868,Engineering,68441.93201,Yes,Hourly
1869,Sales,57364.0381,No,Hourly
1870,Engineering,84173.2479,No,Salaried
1871,Engineering,54095.05069,No,Hourly
1873,Engineering,80738.76212,No,Hourly
1875,Sales,82930.35469,No,Salaried
1876,Sales,89589.90736,No,Salaried
1878,Engineering,61605.19855,Yes,Hourly
1880,Sales,68289.09047,No,Hourly
1881,Engineering,52660.59245,No,Hourly
1882,Sales,57803.88727,Yes,Hourly
1883,Engineering,70364.40895,No,Hourly
1885,Engineering,54588.85759,No,Hourly
1886,Engineering,73656.29255,No,Hourly
1888,Engineering,65587.49682,No,Hourly
1890,Finance,98129.31652,No,Salaried
1892,Engineering,85860.30532,No,Salaried
1893,Engineering,72888.38861,No,Hourly
1898,Sales,50630.32694,No,Hourly
1900,Engineering,48886.02171,No,Hourly
1903,Engineering,56324.24342,No,Hourly
1905,Engineering,104497.1362,Yes,Manager
1907,Engineering,60083.23573,No,Hourly
1908,Sales,69097.70519,No,Hourly
