id_viaje_r,id_taxista_r,fecha_inicio,fecha_fin,duracion,origen_viaje_x,origen_viaje_y,destino_viaje_x,destino_viaje_y,cantidad_pasajeros
3539,891,2017-05-29 19:29:10.000,2017-05-29 19:39:17.000,607,-58.440572,-34.572335,-58.4362605,-34.5913088,1
3540,665,2017-05-29 19:41:01.000,2017-05-29 20:01:44.000,1243,-58.454429,-34.599283,-58.5149267,-34.62337,1
3541,286,2017-05-29 19:57:38.000,2017-05-29 20:04:20.000,402,-58.4545701,-34.617934,-58.4419593,-34.6120134,1
3542,145,2017-05-29 20:07:49.000,2017-05-29 20:29:01.000,1272,-58.440095,-34.590999,-58.506815,-34.5891217,2
3543,987,2017-05-29 20:16:23.000,2017-05-29 20:26:02.000,579,-58.389507,-34.60149,-58.3880724,-34.6167181,1
3544,937,2017-05-29 20:25:58.000,2017-05-29 20:32:35.000,397,-58.369804,-34.623719,-58.3657325,-34.6157184,1
3545,480,2017-05-29 21:27:34.000,2017-05-29 21:40:42.000,788,-58.394428,-34.626383,-58.431869,-34.6229333,1
3546,427,2017-05-29 21:32:21.000,2017-05-29 21:49:36.000,1035,-58.374954,-34.629639,-58.43566869,-34.62320271,1
3547,609,2017-05-29 21:29:13.000,2017-05-29 21:43:59.000,886,-58.377427,-34.593554,-58.4215096,-34.5977238,1
3548,616,2017-05-29 21:38:09.000,2017-05-29 21:57:10.000,1141,-58.405801,-34.610927,-58.4262948,-34.5836596,1
3549,487,2017-05-29 21:39:13.000,2017-05-29 21:49:26.000,613,-58.448251,-34.60986,-58.4321767,-34.5982733,1
3550,502,2017-05-29 21:55:37.000,2017-05-29 22:06:47.000,670,-58.4757567,-34.6263101,-58.4635013,-34.6042032,2
3551,426,2017-05-29 22:00:25.000,2017-05-29 22:33:17.000,1972,-58.439592,-34.617875,-58.4674406,-34.5536822,1
3552,65,2017-05-29 22:11:35.000,2017-05-29 22:30:46.000,1151,-58.467199,-34.580331,-58.416713,-34.595311,1
3553,111,2017-05-29 22:28:51.000,2017-05-29 22:38:20.000,569,-58.4720544,-34.6221717,-58.4063596,-34.5978565,1
3554,784,2017-05-29 22:41:34.000,2017-05-29 23:02:51.000,1277,-58.440995,-34.594114,-58.4633655,-34.5545304,1
3555,977,2017-05-29 22:47:52.000,2017-05-29 22:55:24.000,452,-58.479619,-34.641213,-58.4969218,-34.6371408,1
3556,369,2017-05-29 22:47:50.000,2017-05-29 22:53:49.000,359,-58.3986563,-34.5964977,-58.4028467,-34.5899154,2
3557,743,2017-05-29 23:06:40.000,2017-05-29 23:30:50.000,1450,-58.4573015,-34.6268511,-58.59390628,-34.60873912,1
3558,608,2017-05-29 23:10:26.000,2017-05-29 23:19:24.000,538,-58.419101,-34.618768,-58.4086379,-34.6200002,1
3559,107,2017-05-29 23:33:45.000,2017-05-29 23:39:39.000,354,-58.413869,-34.589129,-58.4047102,-34.5848145,2
3560,105,2017-05-29 23:39:35.000,2017-05-29 23:53:13.000,818,-58.407449,-34.613822,-58.4016645,-34.5925718,1
3561,420,2017-05-30 00:04:10.000,2017-05-30 00:10:29.000,379,-58.431166,-34.578031,-58.4209299,-34.5854586,1
3562,664,2017-05-30 00:37:45.000,2017-05-30 00:44:30.000,405,-58.4512698,-34.5759357,-58.4381862,-34.6004825,1
3563,638,2017-05-30 00:39:36.000,2017-05-30 00:48:56.000,560,-58.412736,-34.601925,-58.3980716,-34.5940024,1
3564,832,2017-05-30 00:41:19.000,2017-05-30 01:01:04.000,1185,-58.424727,-34.614338,-58.6013059,-34.7560682,1
3565,588,2017-05-30 00:54:51.000,2017-05-30 00:58:17.000,206,-58.401643,-34.617649,-58.3915437,-34.6165255,1
3566,616,2017-05-30 01:00:44.000,2017-05-30 01:12:14.000,690,-58.449143,-34.579518,-58.4266915,-34.5816007,1
3567,258,2017-05-30 01:03:56.000,2017-05-30 01:08:32.000,276,-58.409799,-34.596906,-58.3963249,-34.5987569,2
3568,494,2017-05-30 01:08:49.000,2017-05-30 01:25:44.000,1015,-58.449113,-34.590142,-58.3844384,-34.6038463,2
3569,616,2017-05-30 01:19:13.000,2017-05-30 01:29:39.000,626,-58.426538,-34.581601,-58.4490099,-34.5793886,1
3570,581,2017-05-30 01:34:57.000,2017-05-30 01:47:32.000,755,-58.399797,-34.584861,-58.3767263,-34.6021789,1
3571,664,2017-05-30 02:39:29.000,2017-05-30 03:06:25.000,1616,-58.498748,-34.550224,-58.4162637,-34.6434113,1
3572,420,2017-05-30 03:07:52.000,2017-05-30 03:34:04.000,1572,-58.429515,-34.571669,-58.3865167,-34.6134189,1
3573,105,2017-05-30 04:43:41.000,2017-05-30 04:56:32.000,771,-58.416324,-34.607101,-58.4259828,-34.5833735,1
3574,664,2017-05-30 04:56:32.000,2017-05-30 05:24:13.000,1661,-58.416228,-34.643459,-58.4987365,-34.5502199,1
3575,692,2017-05-30 05:11:08.000,2017-05-30 05:24:58.000,830,-58.419275,-34.623271,-58.3804897,-34.6110085,1
3576,918,2017-05-30 06:00:40.000,2017-05-30 06:16:00.000,920,-58.412236,-34.578846,-58.4560248,-34.5493872,1
3577,142,2017-05-30 06:32:06.000,2017-05-30 06:47:31.000,925,-58.436574,-34.61361,-58.45305,-34.6447,1
3578,496,2017-05-30 06:55:56.000,2017-05-30 07:05:09.000,553,-58.475014,-34.571327,-58.4975008,-34.5834259,1
3579,444,2017-05-30 06:59:15.000,2017-05-30 07:03:52.000,277,-58.473603,-34.558175,-58.4656514,-34.5594223,1
3580,334,2017-05-30 07:03:36.000,2017-05-30 07:30:45.000,1629,-58.4766715,-34.6410854,-58.4022393,-34.5983632,1
3581,780,2017-05-30 07:04:21.000,2017-05-30 07:11:56.000,455,-58.383486,-34.623981,-58.3830655,-34.6151079,1
3582,692,2017-05-30 07:10:38.000,2017-05-30 07:17:17.000,399,-58.488613,-34.599696,-58.4724498,-34.5878715,2
3583,750,2017-05-30 07:16:40.000,2017-05-30 07:34:06.000,1046,-58.393388,-34.61576,-58.4149183,-34.5651183,1
3584,779,2017-05-30 07:15:48.000,2017-05-30 07:25:01.000,553,-58.406903,-34.61277,-58.4003646,-34.5918927,2
3585,167,2017-05-30 07:25:49.000,2017-05-30 07:44:16.000,1107,-58.4431533,-34.6106848,-58.3945354,-34.6198858,1
3586,872,2017-05-30 07:35:20.000,2017-05-30 07:39:46.000,266,-58.431102,-34.602818,-58.4249617,-34.59803,3
3587,692,2017-05-30 07:32:06.000,2017-05-30 08:02:23.000,1817,-58.445703,-34.586445,-58.3627638,-34.6051721,1
3588,195,2017-05-30 07:35:01.000,2017-05-30 07:42:35.000,454,-58.400325,-34.632434,-58.4145077,-34.6401208,1
3589,799,2017-05-30 07:40:50.000,2017-05-30 07:45:14.000,264,-58.407701,-34.591245,-58.4007707,-34.596541,3
3590,605,2017-05-30 07:41:42.000,2017-05-30 07:48:28.000,406,-58.376347,-34.609814,-58.37629534,-34.60968215,2
3591,42,2017-05-30 07:48:51.000,2017-05-30 08:06:50.000,1079,-58.462057,-34.552205,-58.414329,-34.5560607,1
3592,545,2017-05-30 08:17:30.000,2017-05-30 08:27:25.000,595,-58.422402,-34.607267,-58.3908133,-34.6043367,1
3593,376,2017-05-30 08:23:40.000,2017-05-30 08:31:46.000,486,-58.388248,-34.616753,-58.3745588,-34.6101155,1
3594,811,2017-05-30 08:35:38.000,2017-05-30 08:53:46.000,1088,-58.43355,-34.628846,-58.3693866,-34.6400297,1
3595,433,2017-05-30 08:33:48.000,2017-05-30 08:47:18.000,810,-58.406903,-34.61277,-58.372599,-34.6032036,1
3596,1026,2017-05-30 08:38:12.000,2017-05-30 09:03:02.000,1490,-58.393137,-34.616455,-58.45465766,-34.55267888,1
3597,549,2017-05-30 08:52:15.000,2017-05-30 09:06:19.000,844,-58.440995,-34.594114,-58.402218,-34.6086918,1
3598,664,2017-05-30 08:51:24.000,2017-05-30 09:00:49.000,565,-58.450919,-34.579648,-58.4471416,-34.5572053,1
3599,724,2017-05-30 09:18:51.000,2017-05-30 09:46:49.000,1678,-58.451804,-34.565852,-58.36543933,-34.62130876,1
3600,230,2017-05-30 09:28:39.000,2017-05-30 09:35:21.000,402,-58.475496,-34.592313,-58.4807531,-34.5786743,1
3601,828,2017-05-30 09:44:43.000,2017-05-30 09:56:26.000,703,-58.394671,-34.613053,-58.4018484,-34.5945565,3
3602,879,2017-05-30 09:43:00.000,2017-05-30 09:48:18.000,318,-58.471564,-34.640403,-58.4748125,-34.6322078,1
3603,189,2017-05-30 09:50:46.000,2017-05-30 10:08:54.000,1088,-58.41783,-34.587495,-58.3720241,-34.5996245,1
3604,948,2017-05-30 09:57:13.000,2017-05-30 10:19:23.000,1330,-58.438615,-34.573605,-58.4227307,-34.6147864,2
3605,282,2017-05-30 10:22:31.000,2017-05-30 10:46:23.000,1432,-58.4015985,-34.6257611,-58.370145,-34.6291317,1
3606,405,2017-05-30 10:24:57.000,2017-05-30 10:38:19.000,802,-58.494895,-34.6113489,-58.4818467,-34.58972,1
3607,126,2017-05-30 10:43:11.000,2017-05-30 10:50:17.000,426,-58.483237,-34.579732,-58.50254209,-34.58514958,1
3608,545,2017-05-30 10:54:04.000,2017-05-30 11:15:58.000,1314,-58.432546,-34.627159,-58.4318067,-34.5833433,1
3609,167,2017-05-30 10:55:23.000,2017-05-30 11:02:34.000,431,-58.4412803,-34.6115489,-58.4312847,-34.6182837,1
3610,4,2017-05-30 11:26:13.000,2017-05-30 11:44:01.000,1068,-58.470275,-34.540618,-58.4123735,-34.5863115,1
3611,606,2017-05-30 11:49:13.000,2017-05-30 12:04:10.000,897,-58.463703,-34.6043,-58.4556477,-34.6314422,1
3612,685,2017-05-30 11:55:04.000,2017-05-30 12:18:08.000,1384,-58.469723,-34.640399,-58.4271888,-34.6029359,1
3613,190,2017-05-30 12:31:12.000,2017-05-30 12:35:42.000,270,-58.399587,-34.637145,-58.4004931,-34.6386716,1
3614,294,2017-05-30 13:25:07.000,2017-05-30 13:48:27.000,1400,-58.427129,-34.603067,-58.4572533,-34.5611135,1
3615,728,2017-05-30 13:27:13.000,2017-05-30 13:38:46.000,693,-58.455707,-34.631494,-58.4759879,-34.6262931,1
3616,773,2017-05-30 13:35:23.000,2017-05-30 13:42:09.000,406,-58.376347,-34.609814,-58.3792092,-34.6100499,2
3617,910,2017-05-30 13:38:22.000,2017-05-30 13:56:09.000,1067,-58.459354,-34.571424,-58.4583233,-34.604855,1
3618,767,2017-05-30 14:06:03.000,2017-05-30 14:21:21.000,918,-58.372934,-34.620271,-58.3907669,-34.6582849,1
3619,828,2017-05-30 14:51:19.000,2017-05-30 15:01:30.000,611,-58.4006177,-34.5906763,-58.4088851,-34.6125459,1
3620,883,2017-05-30 14:59:05.000,2017-05-30 15:22:02.000,1377,-58.511051,-34.599979,-58.4583499,-34.6289089,1
3621,118,2017-05-30 16:07:15.000,2017-05-30 16:27:45.000,1230,-58.432172,-34.58276,-58.4338681,-34.6277578,1
3622,910,2017-05-30 16:16:44.000,2017-05-30 16:22:28.000,344,-58.469483,-34.573648,-58.4689017,-34.5631867,1
3623,143,2017-05-30 16:23:25.000,2017-05-30 16:35:26.000,721,-58.483049,-34.621985,-58.4950947,-34.6002714,2
3624,708,2017-05-30 16:43:47.000,2017-05-30 17:00:44.000,1017,-58.4688428,-34.564923,-58.43997326,-34.58787099,1
3625,785,2017-05-30 16:52:53.000,2017-05-30 17:01:54.000,541,-58.468087,-34.564513,-58.4478097,-34.5622676,1
3626,896,2017-05-30 17:02:55.000,2017-05-30 17:08:02.000,307,-58.404831,-34.577338,-58.4068859,-34.5845277,2
3627,208,2017-05-30 17:10:58.000,2017-05-30 17:16:34.000,336,-58.448448,-34.571762,-58.4509643,-34.5628782,2
3628,857,2017-05-30 17:25:11.000,2017-05-30 17:40:37.000,926,-58.3863536,-34.5979423,-58.4216122,-34.6084313,1
3629,419,2017-05-30 17:43:21.000,2017-05-30 17:49:26.000,365,-58.468087,-34.564513,-58.4623117,-34.556465,1
3630,295,2017-05-30 17:55:02.000,2017-05-30 18:18:10.000,1388,-58.4021223,-34.608074,-58.4762557,-34.6411799,1
3631,883,2017-05-30 18:01:42.000,2017-05-30 18:12:57.000,675,-58.443935,-34.547605,-58.4437484,-34.5642467,1
3632,1020,2017-05-30 18:31:14.000,2017-05-30 18:33:14.000,120,-58.501918,-34.654651,-58.5020224,-34.6546635,2
3633,433,2017-05-30 18:50:05.000,2017-05-30 19:20:16.000,1811,-58.436827,-34.584534,-58.375402,-34.634409,1
3634,896,2017-05-30 18:52:52.000,2017-05-30 19:17:45.000,1493,-58.405675,-34.592792,-58.4715817,-34.6360741,1
3635,773,2017-05-30 18:53:28.000,2017-05-30 19:05:34.000,726,-58.425121,-34.617009,-58.4274335,-34.5948288,1
3636,514,2017-05-30 19:13:30.000,2017-05-30 19:25:06.000,696,-58.401804,-34.609529,-58.37872816,-34.62196494,1
3637,679,2017-05-30 19:23:25.000,2017-05-30 19:33:03.000,578,-58.3895629,-34.6015128,-58.3878823,-34.6166998,2
3638,762,2017-05-30 19:22:34.000,2017-05-30 19:29:03.000,389,-58.3858633,-34.6202609,-58.4035752,-34.6184159,1
3639,616,2017-05-30 19:55:21.000,2017-05-30 20:22:20.000,1619,-58.4423506,-34.6373966,-58.4334065,-34.5831587,2
3640,559,2017-05-30 20:00:11.000,2017-05-30 20:07:54.000,463,-58.4557936,-34.6402962,-58.47479134,-34.63797471,1
3641,256,2017-05-30 20:12:01.000,2017-05-30 20:20:21.000,500,-58.5217563,-34.6277679,-58.5018255,-34.6226043,1
3642,715,2017-05-30 20:09:07.000,2017-05-30 20:20:33.000,686,-58.449524,-34.633051,-58.45024567,-34.61415591,1
3643,524,2017-05-30 20:12:57.000,2017-05-30 20:39:01.000,1564,-58.4826711,-34.5812769,-58.4818401,-34.6337566,1
3644,992,2017-05-30 20:18:17.000,2017-05-30 20:26:26.000,489,-58.412885,-34.585986,-58.405711,-34.5980995,1
3645,170,2017-05-30 20:35:38.000,2017-05-30 20:50:14.000,876,-58.451925,-34.568466,-58.478454,-34.5792022,1
3646,165,2017-05-30 20:36:49.000,2017-05-30 20:44:48.000,479,-58.4446695,-34.5562765,-58.4525188,-34.5595557,1
3647,902,2017-05-30 20:44:58.000,2017-05-30 21:09:23.000,1465,-58.392059,-34.5958462,-58.4879286,-34.5657281,1
3648,248,2017-05-30 20:49:39.000,2017-05-30 21:06:26.000,1007,-58.387185,-34.606441,-58.4370627,-34.620499,1
3649,31,2017-05-30 20:46:26.000,2017-05-30 20:58:22.000,716,-58.4099795,-34.6326086,-58.4099461,-34.6326087,1
3650,786,2017-05-30 20:56:51.000,2017-05-30 21:10:27.000,816,-58.473393,-34.626266,-58.503705,-34.6186572,1
3651,192,2017-05-30 20:56:45.000,2017-05-30 21:15:45.000,1140,-58.377427,-34.593554,-58.4245296,-34.6102596,1
3652,381,2017-05-30 21:00:19.000,2017-05-30 21:13:14.000,775,-58.4232211,-34.5958874,-58.4291236,-34.6207521,1
3653,227,2017-05-30 20:59:29.000,2017-05-30 21:17:17.000,1068,-58.4687982,-34.5622995,-58.4397306,-34.6015981,1
3654,147,2017-05-30 21:16:04.000,2017-05-30 21:39:57.000,1433,-58.4442347,-34.627553,-58.4137424,-34.5873886,1
3655,256,2017-05-30 21:20:00.000,2017-05-30 21:30:43.000,643,-58.45166,-34.624613,-58.4789026,-34.6145768,1
3656,214,2017-05-30 21:50:02.000,2017-05-30 21:59:42.000,580,-58.425733,-34.600154,-58.3825054,-34.6175301,2
3657,441,2017-05-30 21:52:36.000,2017-05-30 22:06:38.000,842,-58.425924,-34.607227,-58.4351476,-34.5822011,1
3658,980,2017-05-30 21:57:19.000,2017-05-30 22:16:49.000,1170,-58.402231,-34.589619,-58.4555714,-34.6031992,1
3659,786,2017-05-30 21:57:44.000,2017-05-30 22:02:33.000,289,-58.520126,-34.64261,-58.5050728,-34.641209,1
3660,607,2017-05-30 22:06:17.000,2017-05-30 22:24:14.000,1077,-58.4325729,-34.6102351,-58.4694672,-34.5842713,1
3661,278,2017-05-30 22:15:57.000,2017-05-30 22:41:42.000,1545,-58.3806485,-34.6036191,-58.4548359,-34.5754915,1
3662,733,2017-05-30 22:34:51.000,2017-05-30 22:41:20.000,389,-58.401666,-34.597803,-58.4189125,-34.5976287,1
3663,517,2017-05-30 22:32:36.000,2017-05-30 22:45:08.000,752,-58.465958,-34.602697,-58.4513898,-34.6258561,4
3664,278,2017-05-30 22:50:36.000,2017-05-30 22:57:33.000,417,-58.4750001,-34.5878955,-58.4818707,-34.5794535,2
3665,487,2017-05-30 22:53:42.000,2017-05-30 23:14:18.000,1236,-58.442911,-34.623936,-58.42545,-34.5868717,1
3666,278,2017-05-30 23:05:37.000,2017-05-30 23:21:30.000,953,-58.496697,-34.578241,-58.4556715,-34.5601229,1
3667,105,2017-05-30 23:09:38.000,2017-05-30 23:36:26.000,1608,-58.468175,-34.562302,-58.3945961,-34.602081,2
3668,426,2017-05-30 23:08:59.000,2017-05-30 23:20:00.000,661,-58.418996,-34.602131,-58.4110171,-34.585349,1
3669,857,2017-05-30 23:12:09.000,2017-05-30 23:28:07.000,958,-58.431626,-34.577237,-58.3874602,-34.593213,2
3670,992,2017-05-30 23:43:12.000,2017-05-30 23:51:47.000,515,-58.390021,-34.625055,-58.3928634,-34.599431,1
3671,576,2017-05-30 23:48:39.000,2017-05-31 00:13:54.000,1515,-58.435163,-34.583076,-58.3903847,-34.6166833,2
3672,381,2017-05-30 23:51:22.000,2017-05-30 23:55:58.000,276,-58.401884,-34.597288,-58.4059617,-34.5926013,1
3673,867,2017-05-31 00:03:48.000,2017-05-31 00:29:56.000,1568,-58.465248,-34.553842,-58.4188442,-34.5980495,3
3674,340,2017-05-31 00:07:45.000,2017-05-31 00:28:50.000,1265,-58.447221,-34.632757,-58.4367017,-34.5946831,1
3675,48,2017-05-31 00:27:33.000,2017-05-31 00:32:00.000,267,-58.374862,-34.625991,-58.3690497,-34.6216819,1
3676,8,2017-05-31 00:26:47.000,2017-05-31 00:36:09.000,562,-58.395384,-34.600962,-58.379795,-34.5997253,1
3677,877,2017-05-31 01:05:46.000,2017-05-31 01:12:00.000,374,-58.400107,-34.577725,-58.4129494,-34.5774209,1
3678,594,2017-05-31 01:20:43.000,2017-05-31 01:33:58.000,795,-58.446562,-34.590293,-58.4518563,-34.563277,1
3679,340,2017-05-31 01:58:41.000,2017-05-31 02:09:13.000,632,-58.376467,-34.607788,-58.400968,-34.6180792,1
3680,594,2017-05-31 03:10:33.000,2017-05-31 03:29:37.000,1144,-58.468344,-34.642074,-58.4094868,-34.6176879,3
3681,105,2017-05-31 04:13:44.000,2017-05-31 04:29:46.000,962,-58.409613,-34.617659,-58.4025751,-34.5947568,3
3682,616,2017-05-31 04:20:57.000,2017-05-31 04:47:22.000,1585,-58.397398,-34.623261,-58.4143301,-34.5561532,2
3683,340,2017-05-31 04:28:59.000,2017-05-31 04:46:18.000,1039,-58.411664,-34.639512,-58.4745426,-34.6497993,2
3684,692,2017-05-31 04:43:53.000,2017-05-31 05:11:32.000,1659,-58.466211,-34.632678,-58.4385302,-34.5734658,1
3685,55,2017-05-31 05:02:07.000,2017-05-31 05:19:51.000,1064,-58.376903,-34.596835,-58.4142699,-34.556252,2
3686,127,2017-05-31 04:59:22.000,2017-05-31 05:15:29.000,967,-58.4941811,-34.631943,-58.5069955,-34.6633235,1
3687,629,2017-05-31 05:07:42.000,2017-05-31 05:20:59.000,797,-58.419275,-34.623271,-58.3805849,-34.610959,1
3688,315,2017-05-31 05:30:06.000,2017-05-31 05:42:21.000,735,-58.425258,-34.615977,-58.4466358,-34.6080952,1
3689,779,2017-05-31 06:33:14.000,2017-05-31 06:48:39.000,925,-58.436574,-34.61361,-58.4530906,-34.6447313,1
3690,444,2017-05-31 06:47:04.000,2017-05-31 06:54:32.000,448,-58.48125,-34.566065,-58.4879857,-34.5740721,4
3691,289,2017-05-31 06:51:04.000,2017-05-31 07:00:09.000,545,-58.4455614,-34.5988367,-58.4262085,-34.6051954,1
3692,325,2017-05-31 06:58:36.000,2017-05-31 07:03:13.000,277,-58.473603,-34.558175,-58.4625278,-34.5556557,1
3693,282,2017-05-31 07:06:24.000,2017-05-31 07:26:04.000,1180,-58.39064,-34.601835,-58.4139717,-34.5563383,1
3694,700,2017-05-31 07:19:21.000,2017-05-31 07:28:34.000,553,-58.406903,-34.61277,-58.3955327,-34.6014354,2
3695,320,2017-05-31 07:29:19.000,2017-05-31 07:34:33.000,314,-58.403542,-34.607085,-58.4000972,-34.5995418,1
3696,637,2017-05-31 07:36:36.000,2017-05-31 07:47:14.000,638,-58.400265,-34.616598,-58.4106914,-34.60489619,1
3697,786,2017-05-31 07:40:05.000,2017-05-31 07:48:37.000,512,-58.461692,-34.627428,-58.4429608,-34.6146794,3
3698,125,2017-05-31 07:43:59.000,2017-05-31 08:11:12.000,1633,-58.5235414,-34.6245393,-58.4539011,-34.5868577,1
3699,904,2017-05-31 07:47:16.000,2017-05-31 08:06:05.000,1129,-58.453521,-34.568799,-58.4124299,-34.5941089,2
3700,700,2017-05-31 07:42:50.000,2017-05-31 07:49:36.000,406,-58.376347,-34.609814,-58.4329092,-34.6041601,2
3701,168,2017-05-31 08:10:03.000,2017-05-31 08:29:49.000,1186,-58.383768,-34.603644,-58.3827598,-34.5979722,1
3702,823,2017-05-31 08:00:52.000,2017-05-31 08:08:54.000,482,-58.4524249,-34.6395772,-58.4598417,-34.6257083,3
3703,109,2017-05-31 08:10:29.000,2017-05-31 08:22:27.000,718,-58.406082,-34.622683,-58.36969254,-34.62841686,1
3704,692,2017-05-31 08:08:51.000,2017-05-31 08:31:10.000,1339,-58.398639,-34.592569,-58.3615671,-34.6189687,1
3705,401,2017-05-31 08:10:50.000,2017-05-31 08:22:52.000,722,-58.413787,-34.581188,-58.4465868,-34.5470615,1
3706,815,2017-05-31 08:16:21.000,2017-05-31 08:48:15.000,1914,-58.4275461,-34.6113422,-58.4798342,-34.5454248,1
3707,1025,2017-05-31 08:22:47.000,2017-05-31 08:47:09.000,1462,-58.37572,-34.623359,-58.4103154,-34.5888605,1
3708,792,2017-05-31 08:29:06.000,2017-05-31 08:40:12.000,666,-58.388248,-34.616753,-58.3886354,-34.5956972,2
3709,325,2017-05-31 08:33:39.000,2017-05-31 08:46:50.000,791,-58.390021,-34.625055,-58.3813983,-34.5962769,1
3710,904,2017-05-31 08:40:37.000,2017-05-31 08:54:07.000,810,-58.406903,-34.61277,-58.3751411,-34.6031782,1
3711,1009,2017-05-31 08:37:27.000,2017-05-31 08:47:24.000,597,-58.4223032,-34.6072078,-58.3907383,-34.6043197,1
3712,1002,2017-05-31 08:39:17.000,2017-05-31 08:47:22.000,485,-58.416219,-34.63425,-58.3993695,-34.623641,1
3713,703,2017-05-31 08:47:24.000,2017-05-31 08:59:35.000,731,-58.449143,-34.579518,-58.4878097,-34.5909844,1
3714,168,2017-05-31 08:59:43.000,2017-05-31 09:18:02.000,1099,-58.447567,-34.576327,-58.4313365,-34.5795386,1
3715,967,2017-05-31 09:09:59.000,2017-05-31 09:20:52.000,653,-58.473274,-34.540259,-58.409695,-34.5764755,1
3716,225,2017-05-31 09:10:39.000,2017-05-31 09:41:04.000,1825,-58.450181,-34.61423,-58.515159,-34.5144522,1
3717,779,2017-05-31 09:08:03.000,2017-05-31 09:17:28.000,565,-58.450919,-34.579648,-58.4492934,-34.5778866,1
3718,811,2017-05-31 09:18:00.000,2017-05-31 09:37:56.000,1196,-58.419068,-34.621251,-58.3791506,-34.5940398,1
3719,770,2017-05-31 09:26:15.000,2017-05-31 09:56:13.000,1798,-58.411851,-34.628128,-58.63523,-34.613705,1
3720,372,2017-05-31 09:22:08.000,2017-05-31 09:28:55.000,407,-58.40167,-34.576358,-58.4110371,-34.5807436,1
3721,623,2017-05-31 09:29:13.000,2017-05-31 09:40:02.000,649,-58.517892,-34.623408,-58.5300569,-34.6330265,2
3722,245,2017-05-31 09:30:02.000,2017-05-31 09:48:28.000,1106,-58.413976,-34.556685,-58.4091701,-34.5595786,1
3723,426,2017-05-31 09:33:42.000,2017-05-31 09:46:45.000,783,-58.447109,-34.57183,-58.4182706,-34.585351,2
3724,1010,2017-05-31 10:06:05.000,2017-05-31 10:37:13.000,1868,-58.449336,-34.61838,-58.464708,-34.5390784,1
3725,571,2017-05-31 10:00:47.000,2017-05-31 10:09:53.000,546,-58.455767,-34.565762,-58.4472517,-34.5513667,1
3726,311,2017-05-31 10:02:59.000,2017-05-31 10:10:57.000,478,-58.464649,-34.580057,-58.4730692,-34.587321,1
3727,731,2017-05-31 10:23:18.000,2017-05-31 10:46:22.000,1384,-58.469723,-34.640399,-58.4271588,-34.6030188,1
3728,501,2017-05-31 10:32:39.000,2017-05-31 10:43:48.000,669,-58.440572,-34.572335,-58.408191,-34.5907766,1
3729,879,2017-05-31 10:36:55.000,2017-05-31 10:44:06.000,431,-58.4412803,-34.6115489,-58.4312684,-34.6184042,1
3730,424,2017-05-31 11:10:38.000,2017-05-31 11:39:06.000,1708,-58.491667,-34.563563,-58.4494622,-34.6278918,2
3731,996,2017-05-31 11:52:24.000,2017-05-31 12:21:10.000,1726,-58.471519,-34.573881,-58.3913617,-34.5994967,1
3732,550,2017-05-31 12:15:13.000,2017-05-31 12:34:24.000,1151,-58.458791,-34.551961,-58.3795862,-34.5903405,1
3733,30,2017-05-31 12:20:10.000,2017-05-31 12:37:22.000,1032,-58.428289,-34.620115,-58.4021151,-34.594112,1
3734,758,2017-05-31 13:04:30.000,2017-05-31 13:16:55.000,745,-58.427589,-34.630007,-58.4392909,-34.6140875,1
3735,335,2017-05-31 13:23:00.000,2017-05-31 13:38:50.000,950,-58.3769937,-34.6351808,-58.3702195,-34.6030305,2
3736,737,2017-05-31 13:43:57.000,2017-05-31 13:51:49.000,472,-58.4449817,-34.6279913,-58.4236886,-34.6402516,1
3737,759,2017-05-31 14:55:52.000,2017-05-31 15:11:33.000,941,-58.453119,-34.644625,-58.43653,-34.6135516,1
3738,126,2017-05-31 14:59:18.000,2017-05-31 15:02:50.000,212,-58.4438668,-34.6084754,-58.4438668,-34.6084754,1
3739,502,2017-05-31 15:50:00.000,2017-05-31 16:02:01.000,721,-58.415994,-34.589648,-58.4429321,-34.6064838,1
3740,318,2017-05-31 16:01:01.000,2017-05-31 16:17:07.000,966,-58.3987455,-34.5921626,-58.4392188,-34.5832454,1
3741,126,2017-05-31 16:09:10.000,2017-05-31 16:18:29.000,559,-58.443517,-34.615,-58.46417087,-34.62842698,3
3742,173,2017-05-31 16:29:13.000,2017-05-31 16:49:23.000,1210,-58.429756,-34.619822,-58.401704,-34.5894016,1
3743,703,2017-05-31 16:31:19.000,2017-05-31 16:42:18.000,659,-58.412677,-34.610687,-58.4043515,-34.6342178,2
3744,770,2017-05-31 16:36:07.000,2017-05-31 16:40:47.000,280,-58.4597437,-34.6387311,-58.4559973,-34.6321273,2
3745,896,2017-05-31 16:40:12.000,2017-05-31 16:48:25.000,493,-58.411099,-34.62635,-58.4097531,-34.6147311,1
3746,423,2017-05-31 16:52:43.000,2017-05-31 17:23:05.000,1822,-58.3700412,-34.6288205,-58.4409459,-34.5637378,2
3747,627,2017-05-31 16:54:29.000,2017-05-31 17:04:59.000,630,-58.376347,-34.609814,-58.3959813,-34.6059155,2
3748,509,2017-05-31 17:07:03.000,2017-05-31 17:27:08.000,1205,-58.467624,-34.553441,-58.4146517,-34.5561417,1
3749,753,2017-05-31 18:00:58.000,2017-05-31 18:22:06.000,1268,-58.407014,-34.598951,-58.4822767,-34.598065,1
3750,846,2017-05-31 18:17:46.000,2017-05-31 18:28:22.000,636,-58.421063,-34.633341,-58.3894117,-34.6278313,1
